t,x,y,z
1.621799999999974773e+02,5.335915610159765343e+00,8.151769625403197939e-01,-7.384475835031399704e+00
1.621899999999974682e+02,5.388163796949538842e+00,7.864487351772317947e-01,-7.480746099824131967e+00
1.621999999999974591e+02,5.438613050914974600e+00,7.575770497195249975e-01,-7.573532658701255471e+00
1.622099999999974500e+02,5.487229476444232645e+00,7.285800122863724804e-01,-7.662819507420654652e+00
1.622199999999974409e+02,5.533980277095758460e+00,6.994753641028176316e-01,-7.748592806226477059e+00
1.622299999999974318e+02,5.578833743891265406e+00,6.702804763120706610e-01,-7.830840836291152129e+00
1.622399999999974227e+02,5.621759236545061711e+00,6.410123456288202570e-01,-7.909553956520302798e+00
1.622499999999974136e+02,5.662727157229413777e+00,6.116875817279135985e-01,-7.984724552150225918e+00
1.622599999999974045e+02,5.701708941159099986e+00,5.823224079016731114e-01,-8.056346993460943295e+00
1.622699999999973954e+02,5.738677028695305715e+00,5.529326512813977912e-01,-8.124417584485152943e+00
1.622799999999973863e+02,5.773604843886894322e+00,5.235337392776228116e-01,-8.188934516443378442e+00
1.622899999999973772e+02,5.806466778280356955e+00,4.941406957842913172e-01,-8.249897819548056788e+00
1.622999999999973681e+02,5.837238162737640401e+00,4.647681345048431667e-01,-8.307309312640835941e+00
1.623099999999973591e+02,5.865895248053661248e+00,4.354302574222954081e-01,-8.361172555230101722e+00
1.623199999999973500e+02,5.892415176871579341e+00,4.061408470796248893e-01,-8.411492794209767254e+00
1.623299999999973409e+02,5.916775963982083830e+00,3.769132672897674841e-01,-8.458276916534053669e+00
1.623399999999973318e+02,5.938956466245898014e+00,3.477604554913300561e-01,-8.501533394950385514e+00
1.623499999999973227e+02,5.958936360539148325e+00,3.186949229592778710e-01,-8.541272238610314815e+00
1.623599999999973136e+02,5.976696121413552554e+00,2.897287515008336589e-01,-8.577504941160567498e+00
1.623699999999973045e+02,5.992216983828469345e+00,2.608735910679953474e-01,-8.610244428382936022e+00
1.623799999999972954e+02,6.005480917667881613e+00,2.321406531222983682e-01,-8.639505002420545310e+00
1.623899999999972863e+02,6.016470611330210438e+00,2.035407174022285937e-01,-8.665302295799282462e+00
1.623999999999972772e+02,6.025169434016047099e+00,1.750841227114453558e-01,-8.687653212683533965e+00
1.624099999999972681e+02,6.031561404404115478e+00,1.467807688236062169e-01,-8.706575878368669308e+00
1.624199999999972590e+02,6.035631169484661385e+00,1.186401146728670586e-01,-8.722089585416554769e+00
1.624299999999972499e+02,6.037363966231255930e+00,9.067117650417963470e-02,-8.734214739540998806e+00
1.624399999999972408e+02,6.036745603848620689e+00,6.288253143573657722e-02,-8.742972809694366632e+00
