coordinate,frequency,normalized_fft_power
x,1.4248218972621132,2.4435583896809964e-05
x,1.431071116109754,3.179086808928763e-05
x,1.4373203349573949,3.087344519808089e-05
x,1.4435695538050357,7.910272723360461e-07
x,1.4498187726526766,1.046131566557736e-05
x,1.4560679915003174,1.5214810319911867e-05
x,1.4623172103479583,1.80768626986876e-05
x,1.468566429195599,5.125447622422133e-05
x,1.47481564804324,3.5861253544759936e-05
x,1.4810648668908808,3.224840791333862e-06
x,1.4873140857385216,3.6884751327696016e-05
x,1.4935633045861625,4.823525271552049e-05
x,1.4998125234338033,2.996430325907264e-05
x,1.5060617422814442,2.0551549468838396e-06
x,1.512310961129085,7.389606219320066e-06
x,1.5185601799767259,3.1522127232641436e-07
x,1.5248093988243667,5.0610799706902595e-06
x,1.5310586176720076,4.087557814635417e-05
x,1.5373078365196484,1.8073201961906723e-05
x,1.5435570553672893,3.075510969194971e-05
x,1.5498062742149301,4.000074622096854e-05
x,1.556055493062571,6.591462438596901e-07
x,1.5623047119102118,4.981743849322263e-05
x,1.5685539307578527,4.606193135534495e-05
x,1.5748031496054935,3.140376677721973e-05
x,1.5810523684531343,4.3987840103890877e-05
x,1.5873015873007752,2.396032158536139e-06
x,1.593550806148416,3.7381094128937046e-05
x,1.599800024996057,6.122560387689208e-05
x,1.6060492438436977,4.251242183532249e-05
x,1.6122984626913386,4.6598410695242405e-05
x,1.6185476815389794,4.063549912824721e-05
x,1.6247969003866203,4.420305125962316e-06
x,1.6310461192342611,2.3179833042168124e-05
x,1.637295338081902,7.326260097344483e-05
x,1.6435445569295428,3.658097627652368e-05
x,1.6497937757771837,0.0001983704072850326
x,1.6560429946248245,0.00011771524512197765
x,1.6622922134724654,7.442342282922032e-05
x,1.6685414323201062,5.7979394207121964e-05
x,1.674790651167747,2.8275334846354745e-05
x,1.681039870015388,8.742821027427075e-05
x,1.6872890888630288,6.236344831022923e-05
x,1.6935383077106696,3.428774113458862e-05
x,1.6997875265583104,5.331298215159537e-05
x,1.7060367454059513,6.574605250205624e-05
x,1.7122859642535921,1.1569339402992306e-05
x,1.718535183101233,6.152094684285135e-06
x,1.7247844019488738,1.015996397420676e-05
x,1.7310336207965147,3.1244288430644188e-06
x,1.7372828396441555,3.0149165035230547e-05
x,1.7435320584917964,1.6785725548167207e-05
x,1.7497812773394372,4.726632248218012e-06
x,1.756030496187078,7.985106200994344e-06
x,1.762279715034719,2.2246292744454803e-05
x,1.7685289338823598,0.00011141469826849709
x,1.7747781527300006,7.511845854081283e-05
x,1.7810273715776415,3.949011314623279e-05
x,1.7872765904252823,1.8075433353272577e-05
x,1.7935258092729232,1.0583925719326354e-05
x,1.799775028120564,1.2241085273552271e-05
x,1.8060242469682048,3.63203026855399e-05
x,1.8122734658158457,3.255581054036337e-08
x,1.8185226846634865,2.6783702230346468e-05
x,1.8247719035111274,1.5493370533499793e-05
x,1.8310211223587682,1.7140188411863302e-06
x,1.837270341206409,3.9306775646296526e-05
x,1.84351956005405,1.928463198185315e-05
x,1.8497687789016908,3.147776716813987e-05
x,1.8560179977493316,6.46305457990988e-05
x,1.8622672165969725,2.065370216825774e-05
x,1.8685164354446133,2.5061342126821902e-06
x,1.8747656542922542,1.8277009703422962e-05
x,1.881014873139895,8.331530548161938e-05
x,1.8872640919875359,0.00024167595763443142
x,1.8935133108351767,0.00016629966099822907
x,1.8997625296828176,5.165115282490859e-07
x,1.9060117485304584,5.6872844261129343e-05
x,1.9122609673780993,3.109112720174493e-05
x,1.91851018622574,5.600279611896675e-05
x,1.924759405073381,0.00016466386038852494
x,1.9310086239210218,0.00037226748183154815
x,1.9372578427686626,0.0003096854704959104
x,1.9435070616163035,0.0009626541215271878
x,1.9497562804639443,0.10038902470316126
x,1.9560054993115852,0.5942488619308235
x,1.962254718159226,0.2153922235257778
x,1.9685039370068669,0.0010037506753674858
x,1.9747531558545077,0.0003480604905673097
x,1.9810023747021486,0.00027675759189356235
x,1.9872515935497894,0.00011708205779503337
x,1.9935008123974303,8.081192148393768e-05
x,1.9997500312450711,6.157953442753813e-06
x,2.005999250092712,3.286472138943822e-05
x,2.012248468940353,2.066935004298136e-06
x,2.0184976877879937,5.209371588754079e-05
x,2.0247469066356345,0.00011069596376215465
x,2.0309961254832753,4.288923577902657e-05
x,2.037245344330916,8.032235395854632e-06
x,2.043494563178557,1.2972461324631024e-06
x,2.049743782026198,2.8703007780772472e-06
x,2.0559930008738387,1.376001660061672e-05
x,2.0622422197214796,1.1800383469836526e-05
x,2.0684914385691204,1.8769243483361183e-06
x,2.0747406574167613,7.4131463304970164e-06
x,2.080989876264402,1.3730027209036066e-06
x,2.087239095112043,2.0768075744577115e-06
x,2.093488313959684,4.303112396196756e-06
x,2.0997375328073247,5.760695369447111e-07
x,2.1059867516549655,3.903915043600031e-06
x,2.1122359705026064,2.321347639556119e-06
x,2.118485189350247,2.480424386542478e-06
